2	error	0.40298	duration:	4.598e-06
4	error	0.21898	duration:	7.37e-07
8	error	0.114295	duration:	4.46e-07
16	error	0.0583996	duration:	5.15e-07
32	error	0.0295188	duration:	6.26998e-07
64	error	0.0148399	duration:	9.06e-07
128	error	0.00744013	duration:	1.466e-06
256	error	0.00372513	duration:	2.598e-06
512	error	0.00186383	duration:	4.831e-06
1024	error	0.000932232	duration:	9.29e-06
2048	error	0.000466195	duration:	1.8316e-05
4096	error	0.000233117	duration:	3.6176e-05
8192	error	0.000116564	duration:	7.1953e-05
16384	error	5.8283e-05	duration:	0.000152471
32768	error	2.91418e-05	duration:	0.000286749
65536	error	1.4571e-05	duration:	0.000588853
131072	error	7.28552e-06	duration:	0.00117487
262144	error	3.64276e-06	duration:	0.00233102
524288	error	1.82138e-06	duration:	0.00474896
1048576	error	9.10692e-07	duration:	0.00934838
2097152	error	4.55346e-07	duration:	0.0187656
4194304	error	2.27673e-07	duration:	0.0386373
8388608	error	1.13837e-07	duration:	0.0748994
16777216	error	5.69228e-08	duration:	0.151055
