2	error	0.40298	duration:	0.000972201
4	error	0.21898	duration:	1.52e-06
8	error	0.114295	duration:	8.68e-07
16	error	0.0583996	duration:	8.90999e-07
32	error	0.0295188	duration:	8.86001e-07
64	error	0.0148399	duration:	1.107e-06
128	error	0.00744013	duration:	1.284e-06
256	error	0.00372513	duration:	1.947e-06
512	error	0.00186383	duration:	2.983e-06
1024	error	0.000932232	duration:	5.335e-06
2048	error	0.000466195	duration:	9.748e-06
4096	error	0.000233117	duration:	1.88e-05
8192	error	0.000116564	duration:	3.6581e-05
16384	error	5.8283e-05	duration:	7.238e-05
32768	error	2.91418e-05	duration:	0.000143675
65536	error	1.4571e-05	duration:	0.0003207
131072	error	7.28552e-06	duration:	0.000579289
262144	error	3.64276e-06	duration:	0.00119337
524288	error	1.82138e-06	duration:	0.00264834
1048576	error	9.10692e-07	duration:	0.00491743
2097152	error	4.55346e-07	duration:	0.00961883
4194304	error	2.27673e-07	duration:	0.0202815
8388608	error	1.13837e-07	duration:	0.0380717
16777216	error	5.69188e-08	duration:	0.0819453
