2	error	0.000995624	duration:	3.809e-06
4	error	8.81408e-07	duration:	1.567e-06
8	error	1.1906e-12	duration:	2.031e-06
16	error	8.88178e-16	duration:	3.784e-06
32	error	8.88178e-16	duration:	6.316e-06
64	error	8.88178e-16	duration:	0.000105362
128	error	8.88178e-16	duration:	3.0659e-05
256	error	8.88178e-16	duration:	5.2086e-05
512	error	8.88178e-16	duration:	0.000108041
1024	error	8.88178e-16	duration:	0.000231234
2048	error	8.88178e-16	duration:	0.000453713
4096	error	8.88178e-16	duration:	0.000900076
8192	error	8.88178e-16	duration:	0.00187749
16384	error	8.88178e-16	duration:	0.0036884
32768	error	8.88178e-16	duration:	0.00749375
65536	error	8.88178e-16	duration:	0.0153486
131072	error	8.88178e-16	duration:	0.0301601
262144	error	8.88178e-16	duration:	0.0599116
524288	error	8.88178e-16	duration:	0.118077
1048576	error	8.88178e-16	duration:	0.235311
2097152	error	8.88178e-16	duration:	0.469528
4194304	error	8.88178e-16	duration:	0.937419
8388608	error	8.88178e-16	duration:	1.87693
16777216	error	8.88178e-16	duration:	3.74243
